269
t_index	tf-idf
68	0.018894
103	0.019177
110	0.024323
137	0.028599
194	0.027984
230	0.016799
313	0.022251
322	0.067263
335	0.019322
344	0.007216
352	0.021375
374	0.019662
390	0.015575
398	0.038599
429	0.027410
533	0.051364
547	0.030774
587	0.045472
594	0.015671
617	0.045330
628	0.014933
674	0.011071
768	0.018382
801	0.109789
841	0.042825
942	0.059462
1044	0.090686
1055	0.023112
1066	0.025284
1117	0.059462
1251	0.045330
1310	0.043988
1411	0.048497
1428	0.051364
1456	0.027226
1573	0.016745
1597	0.038599
1696	0.017542
1760	0.045330
1812	0.014889
1814	0.027226
1836	0.056778
1870	0.027984
1893	0.014012
1977	0.027788
2047	0.066146
2072	0.029731
2138	0.054894
2165	0.017969
2238	0.040053
2272	0.027226
2354	0.017886
2371	0.008489
2403	0.030488
2458	0.026041
2493	0.033631
2573	0.029260
2576	0.016909
2594	0.020495
2620	0.025884
2642	0.016424
2654	0.014295
2703	0.016965
2713	0.029260
2758	0.045330
2807	0.029731
2817	0.028814
2849	0.076290
2955	0.023112
3081	0.079091
3119	0.025884
3179	0.032905
3276	0.079399
3277	0.031919
3285	0.036791
3589	0.032541
3602	0.051158
3722	0.019928
3746	0.024067
3756	0.028426
3802	0.019928
3816	0.038644
3827	0.022564
3851	0.071531
3888	0.042396
3915	0.015757
3930	0.013661
3985	0.029034
4027	0.074995
4030	0.020166
4086	0.045330
4184	0.028599
4206	0.034848
4257	0.042825
4259	0.035765
4352	0.023437
4406	0.018986
4442	0.018224
4447	0.009856
4451	0.036791
4526	0.035295
4543	0.020412
4548	0.030224
4550	0.049996
4671	0.049272
4790	0.027984
4822	0.010875
4867	0.014419
4902	0.019322
4921	0.017784
4928	0.033631
4936	0.010683
4946	0.036263
4983	0.021851
4990	0.047883
4996	0.011627
5051	0.039295
5134	0.031613
5179	0.058520
5233	0.034848
5245	0.120334
5246	0.053742
5281	0.043988
5746	0.018419
5801	0.117266
5802	0.051364
5815	0.039295
5836	0.012929
5884	0.054894
6038	0.032905
6050	0.011214
6118	0.101237
6128	0.102729
6155	0.069683
6161	0.038599
6173	0.016799
6191	0.021012
6202	0.016583
6207	0.028024
6251	0.013893
6256	0.032905
6272	0.024859
6353	0.011359
6377	0.025284
6381	0.054894
6391	0.019034
6577	0.012221
6625	0.035295
6650	0.014545
6916	0.019928
6995	0.024587
7013	0.034018
7032	0.045330
7095	0.018964
7193	0.048646
7197	0.015623
7212	0.043007
7264	0.009856
7500	0.012619
7529	0.005136
7543	0.011998
7545	0.032744
7641	0.048860
7652	0.031830
7756	0.054894
7758	0.031033
7825	0.026357
7867	0.034848
7944	0.014216
7958	0.031613
8092	0.018824
8185	0.031919
8192	0.027047
8239	0.057627
8264	0.033261
8265	0.034423
8283	0.025884
8304	0.018619
8321	0.023341
8432	0.031033
8475	0.018756
8516	0.040883
8524	0.087015
8564	0.054894
8685	0.038599
8699	0.032536
8713	0.060977
8714	0.040658
8871	0.049174
8887	0.026041
8888	0.051364
8933	0.008724
8953	0.053742
9067	0.029976
9117	0.028389
9120	0.037953
9184	0.068847
9193	0.076290
9238	0.049718
9260	0.041800
9264	0.012653
9321	0.025884
9386	0.054894
9414	0.031318
9429	0.047636
9436	0.010650
9462	0.054894
9537	0.017662
9569	0.015203
9619	0.025730
9652	0.054894
9666	0.012894
9753	0.054894
9763	0.034018
9796	0.036263
9911	0.028814
9914	0.016217
9989	0.032235
9995	0.014419
10195	0.048860
10224	0.109789
10229	0.026201
10263	0.109789
10264	0.054894
10304	0.050071
10310	0.005413
10326	0.017365
10384	0.009399
10420	0.020579
10468	0.022049
10493	0.023576
10498	0.040883
10559	0.034423
10610	0.025884
10625	0.037953
10639	0.042936
10840	0.020086
10854	0.022889
10868	0.057627
10950	0.016320
10972	0.016909
10979	0.010285
11058	0.032376
11075	0.022671
11080	0.051364
11086	0.027226
11092	0.102058
11136	0.019544
11180	0.046916
11248	0.024323
11308	0.037353
11310	0.010886
11757	0.061235
11784	0.029976
11828	0.051364
11860	0.031613
11909	0.023458
11948	0.020836
11953	0.098098
12012	0.016745
12039	0.014715
12059	0.048134
12107	0.035765
12144	0.024998
12163	0.042936
12174	0.013035
12252	0.005548
12278	0.022049
12327	0.031613
