210
t_index	tf-idf
26	0.014564
41	0.018887
69	0.020338
103	0.027477
230	0.012035
247	0.019251
337	0.013843
338	0.020643
347	0.032030
451	0.025286
455	0.008873
547	0.022047
594	0.011227
636	0.024966
683	0.026358
768	0.006585
845	0.017152
912	0.016398
927	0.035004
941	0.014002
954	0.024228
1056	0.029946
1066	0.036227
1141	0.016015
1252	0.022648
1330	0.024966
1372	0.027897
1394	0.027190
1399	0.029289
1448	0.047605
1521	0.006734
1539	0.019251
1573	0.011996
1630	0.011618
1662	0.013149
1727	0.015941
1893	0.010038
1899	0.017909
1953	0.029946
1969	0.008968
2023	0.230940
2047	0.031592
2063	0.033612
2078	0.017651
2091	0.028152
2264	0.009706
2272	0.019505
2276	0.011158
2356	0.020048
2371	0.054734
2426	0.038255
2456	0.020489
2469	0.035004
2522	0.036798
2539	0.014002
2576	0.024228
2628	0.005183
2642	0.011766
2826	0.019574
2849	0.018218
2851	0.015054
2936	0.014743
2955	0.016558
3016	0.036798
3095	0.019505
3276	0.028441
3299	0.016806
3306	0.019251
3330	0.011057
3348	0.066887
3439	0.021656
3440	0.034202
3550	0.078654
3559	0.017711
3589	0.031084
3595	0.014333
3641	0.016976
3659	0.010990
3679	0.024094
3756	0.010182
3864	0.038502
3888	0.020249
3962	0.021129
3972	0.019127
3987	0.026358
4056	0.010859
4121	0.020962
4406	0.013602
4447	0.007061
4499	0.022232
4570	0.023829
4650	0.013586
4657	0.048188
4712	0.024094
4737	0.039327
4822	0.015582
4881	0.025286
4902	0.027685
4936	0.045920
4940	0.023829
5144	0.022437
5220	0.008201
5222	0.052715
5267	0.045297
5287	0.024966
5385	0.010010
5419	0.021475
5522	0.020191
5604	0.029366
5606	0.036798
5796	0.005801
5931	0.019637
5970	0.020191
5991	0.014002
5994	0.048045
6001	0.004790
6207	0.070268
6273	0.012357
6377	0.018114
6402	0.010636
6403	0.017191
6445	0.014371
6465	0.039327
6631	0.011545
6743	0.032475
6779	0.033612
6784	0.010826
6927	0.014002
7010	0.083850
7011	0.031514
7155	0.022437
7200	0.014002
7371	0.016398
7477	0.004927
7529	0.003680
7584	0.019637
7607	0.010699
7652	0.022803
7815	0.019377
7944	0.010184
7948	0.060214
8037	0.017909
8084	0.010067
8096	0.033612
8304	0.013339
8316	0.004261
8338	0.021842
8377	0.014865
8382	0.063899
8406	0.019637
8524	0.077923
8650	0.019637
8732	0.024094
8765	0.015941
8768	0.019377
8816	0.030681
8859	0.014623
9028	0.036798
9065	0.025623
9130	0.053727
9151	0.016639
9202	0.021656
9219	0.025979
9329	0.005058
9361	0.117032
9362	0.094296
9376	0.033611
9424	0.010891
9554	0.011437
9616	0.025481
9655	0.009546
9666	0.018475
9681	0.030681
9889	0.014516
9914	0.011618
9943	0.033612
9986	0.020489
9995	0.010330
10132	0.045940
10227	0.029946
10310	0.015513
10384	0.006734
10418	0.017333
10493	0.016890
10546	0.028152
10620	0.014564
10639	0.015380
10854	0.016398
10954	0.012740
10972	0.012114
11002	0.010010
11147	0.019771
11148	0.023329
11180	0.016806
11208	0.007576
11240	0.017614
11272	0.030681
11487	0.026602
11625	0.007891
11666	0.033612
11784	0.021475
11917	0.008330
11918	0.021334
11962	0.018011
12009	0.009238
12106	0.025979
12165	0.007634
12168	0.038221
12252	0.007949
12262	0.011766
