50
t_index	tf-idf
103	0.091517
1141	0.106680
1551	0.167998
1727	0.106189
1997	0.145498
2108	0.110295
2148	0.128235
2699	0.084287
3189	0.116700
3359	0.104059
3361	0.134501
3470	0.086357
4445	0.261970
5604	0.097807
6001	0.031909
6445	0.047865
6577	0.058324
6787	0.260904
6802	0.164277
7552	0.072988
8104	0.087902
8244	0.099413
8435	0.261970
8744	0.088218
8819	0.093993
9128	0.261970
9130	0.119297
9258	0.071056
9264	0.060382
9269	0.145498
9329	0.016846
9436	0.025411
9643	0.137506
9978	0.089506
10304	0.079650
10384	0.044855
10468	0.105222
10589	0.070225
10854	0.109230
10872	0.261970
10972	0.080695
11092	0.097409
11208	0.050467
11291	0.074329
11864	0.074102
11905	0.114255
11994	0.043862
12168	0.084868
12252	0.026474
12291	0.177072
