152
t_index	tf-idf
9	0.097081
76	0.034854
133	0.057688
344	0.014338
347	0.044416
374	0.019533
449	0.032738
463	0.044009
546	0.102057
657	0.102057
674	0.021997
886	0.030389
937	0.040556
941	0.038833
954	0.033598
977	0.022805
1172	0.049120
1182	0.030389
1203	0.049743
1394	0.075410
1419	0.093221
1549	0.057688
1620	0.030852
1621	0.068397
1649	0.072052
1740	0.034973
2028	0.051124
2040	0.068770
2072	0.059073
2226	0.062813
2264	0.026917
2276	0.030947
2371	0.016867
2379	0.049393
2448	0.036338
2576	0.134390
2628	0.028749
2650	0.180134
2675	0.031720
2676	0.055213
2702	0.037961
2703	0.033708
2810	0.057688
2826	0.027144
2830	0.086446
2839	0.081113
2899	0.132635
2974	0.058138
3361	0.055999
3488	0.055213
3589	0.021552
3590	0.109071
3607	0.036598
3659	0.030480
3678	0.027450
3718	0.030573
3929	0.085091
4168	0.069241
4195	0.044416
4197	0.058138
4406	0.018862
4447	0.019582
4548	0.060053
4650	0.037679
4750	0.065381
4822	0.021607
4926	0.035955
5030	0.045698
5176	0.035704
5385	0.027761
5421	0.047180
5836	0.025689
5839	0.033598
6056	0.050237
6067	0.037540
6107	0.042106
6207	0.055681
6273	0.068543
6500	0.044009
6657	0.050527
6706	0.102057
6771	0.023405
6797	0.057688
6860	0.033819
6952	0.097081
6986	0.194162
7185	0.026917
7452	0.076692
7477	0.054657
7545	0.032529
7944	0.014123
8090	0.050825
8148	0.030297
8192	0.053740
8244	0.020695
8316	0.011817
8404	0.040722
8487	0.053740
8548	0.028159
8716	0.059073
8814	0.037819
8881	0.041495
8923	0.062813
8933	0.017334
8977	0.094864
8992	0.062227
9151	0.046148
9329	0.007014
9332	0.077277
9436	0.010580
9537	0.070185
9559	0.032426
9609	0.037266
9649	0.029068
9656	0.090067
9661	0.083053
9666	0.025620
9706	0.063420
9767	0.119748
9901	0.121156
10166	0.051430
10173	0.055213
10310	0.010756
10384	0.018675
10456	0.060062
10507	0.056823
10563	0.041927
10568	0.042288
10606	0.109071
10741	0.020029
10793	0.055602
10840	0.039910
10854	0.045478
10889	0.040556
10950	0.032426
11027	0.013769
11058	0.021443
11085	0.112813
11092	0.040556
11309	0.067592
11347	0.093221
11487	0.018444
11628	0.027068
11817	0.033708
11953	0.038983
11965	0.022110
11988	0.085091
12009	0.025620
12039	0.029238
12086	0.035093
12165	0.021172
12257	0.157106
