50
t_index	tf-idf
1469	0.112459
1757	0.065067
1859	0.107353
1918	0.125384
1956	0.052361
2094	0.091911
2285	0.163789
2354	0.038621
3268	0.066049
3316	0.281256
4078	0.052778
4166	0.060855
4447	0.042561
4543	0.088148
4936	0.046134
5000	0.049437
5037	0.132821
5124	0.120003
5293	0.070927
5364	0.086058
6050	0.048428
7180	0.086742
7451	0.107955
7476	0.041304
7477	0.029698
7571	0.079260
7809	0.093117
8190	0.212356
8316	0.051369
8356	0.076535
8509	0.102333
8757	0.122597
8864	0.147497
9283	0.293053
9329	0.015244
9436	0.022995
9609	0.080996
9617	0.091517
10187	0.099809
10208	0.099809
10210	0.066853
10836	0.101814
11107	0.106178
11310	0.023505
11615	0.092710
11620	0.095376
11835	0.098372
11992	0.068303
12051	0.070254
12252	0.023957
