156
t_index	tf-idf
26	0.041440
29	0.043572
62	0.095638
79	0.038372
104	0.037017
106	0.044148
155	0.104704
236	0.032441
344	0.014710
374	0.020040
466	0.072906
594	0.063889
886	0.031177
956	0.070086
963	0.034582
990	0.062695
1071	0.044743
1111	0.052450
1182	0.093530
1203	0.076550
1448	0.045151
1620	0.031653
1696	0.035758
1757	0.030713
2000	0.041273
2040	0.070553
2051	0.062149
2149	0.083337
2170	0.054079
2175	0.050957
2264	0.055231
2296	0.048059
2371	0.017304
2391	0.071036
2462	0.038945
2578	0.111900
2642	0.066959
2648	0.042652
2660	0.055499
2675	0.032543
2703	0.034582
2779	0.095833
2839	0.041608
2931	0.048804
3023	0.061619
3140	0.067076
3152	0.039994
3328	0.047112
3398	0.039387
3479	0.061105
3518	0.044344
3594	0.056255
3607	0.112641
3631	0.067801
3659	0.031271
3668	0.039387
3678	0.028162
3783	0.104704
3800	0.080297
3888	0.028807
3915	0.016060
3930	0.027848
4032	0.081646
4045	0.019400
4058	0.069345
4175	0.045568
4255	0.052141
4352	0.071662
4447	0.020090
4523	0.085207
4548	0.030805
4815	0.033695
4822	0.022168
5197	0.099598
5257	0.060605
5293	0.066959
5308	0.034133
5421	0.121008
5611	0.184805
5617	0.074034
5695	0.083899
5760	0.058735
5796	0.016506
5836	0.052711
5935	0.044148
6148	0.044148
6173	0.034244
6225	0.054775
6404	0.085207
6445	0.020445
6862	0.105528
6916	0.040622
7095	0.038656
7168	0.021125
7180	0.040945
7193	0.099162
7212	0.029223
7264	0.020090
7395	0.104704
7477	0.014018
7529	0.010470
7545	0.033373
7580	0.039091
7596	0.045358
7623	0.055873
7944	0.014489
8013	0.083337
8092	0.038372
8216	0.027160
8283	0.052764
8316	0.012124
8324	0.060605
8372	0.042474
8377	0.042297
8487	0.055134
8552	0.047112
8881	0.042571
8887	0.053084
9016	0.132760
9258	0.030351
9329	0.007196
9332	0.026427
9436	0.010854
9537	0.036003
9544	0.092403
9866	0.071036
10145	0.140341
10165	0.069345
10176	0.052764
10384	0.019160
10442	0.071946
10491	0.056255
10570	0.037818
10645	0.072253
10780	0.059645
10890	0.118249
10970	0.111051
11012	0.041949
11016	0.068556
11027	0.014126
11058	0.043998
11092	0.041608
11097	0.031556
11180	0.047818
11310	0.011095
11617	0.078681
11628	0.055540
11757	0.041608
11917	0.023702
11945	0.058110
11953	0.119981
11962	0.051246
11965	0.022684
12058	0.089667
12165	0.021721
12257	0.080590
