246
t_index	tf-idf
79	0.031491
84	0.015407
104	0.015189
119	0.013564
132	0.032695
172	0.036793
178	0.045853
186	0.026443
192	0.031243
203	0.018698
236	0.013312
262	0.016801
313	0.018612
347	0.018698
373	0.015574
374	0.024669
455	0.010359
456	0.022190
492	0.012603
521	0.020909
523	0.039641
571	0.015297
586	0.037916
674	0.083342
694	0.025284
696	0.051003
740	0.026698
856	0.042963
977	0.019200
1071	0.110155
1176	0.016223
1203	0.083762
1521	0.007862
1539	0.022476
1560	0.078486
1630	0.027129
1663	0.029522
1757	0.012603
1792	0.035821
1874	0.027523
1903	0.015518
1956	0.050708
2028	0.086087
2040	0.028950
2127	0.017073
2128	0.023745
2159	0.022773
2174	0.034963
2264	0.022663
2285	0.015862
2368	0.067003
2426	0.022332
2432	0.023574
2453	0.018698
2487	0.030332
2628	0.006051
2644	0.030332
2660	0.022773
2675	0.013353
2703	0.014190
2713	0.024474
2826	0.011427
2842	0.025957
2899	0.018612
2948	0.027523
2974	0.024474
3178	0.028793
3270	0.034963
3298	0.018698
3398	0.016162
3447	0.022926
3470	0.015136
3518	0.018196
3546	0.019523
3603	0.019238
3607	0.030813
3622	0.023921
3628	0.026698
3650	0.023407
3659	0.012831
3668	0.016162
3674	0.036793
3727	0.057586
3734	0.016348
3750	0.025957
3762	0.013068
3886	0.023745
3888	0.059102
3930	0.022853
3974	0.022476
4045	0.007960
4098	0.022289
4393	0.029148
4427	0.012130
4447	0.016487
4543	0.017073
4703	0.017428
4707	0.018359
4714	0.030773
4768	0.042963
4902	0.016162
5000	0.028726
5008	0.031607
5178	0.024101
5220	0.009575
5243	0.017575
5249	0.022773
5364	0.016668
5385	0.011687
5421	0.029792
5457	0.020130
5695	0.034426
5760	0.024101
5796	0.027091
5836	0.010814
5839	0.014144
5935	0.108690
6016	0.022190
6067	0.015803
6077	0.020237
6135	0.040868
6179	0.037224
6228	0.042963
6244	0.033434
6274	0.015352
6403	0.020071
6445	0.016779
6551	0.025284
6577	0.010222
6657	0.042541
6659	0.023507
6771	0.059118
6772	0.034963
6784	0.012640
6861	0.021651
6862	0.021651
7095	0.015862
7168	0.008668
7180	0.016801
7197	0.013068
7208	0.034963
7247	0.030773
7248	0.020909
7251	0.014773
7269	0.021271
7345	0.029522
7366	0.020237
7384	0.033502
7389	0.029148
7476	0.008000
7477	0.005752
7529	0.004296
7545	0.013694
7568	0.039243
7580	0.048121
7596	0.018612
7607	0.012491
7726	0.028793
7759	0.034963
7773	0.034963
7893	0.022926
7944	0.017836
7972	0.069926
8011	0.039243
8035	0.025957
8044	0.022476
8095	0.029148
8148	0.012754
8200	0.026874
8216	0.011145
8244	0.008712
8316	0.004975
8330	0.028454
8429	0.025284
8468	0.025073
8487	0.022623
8504	0.024668
8519	0.039243
8548	0.035562
8569	0.023083
8699	0.013607
8765	0.018612
8866	0.039243
8977	0.039935
8979	0.036071
9001	0.209565
9008	0.017802
9103	0.022773
9321	0.021651
9329	0.035431
9379	0.022051
9425	0.072460
9436	0.008908
9461	0.017802
9496	0.037916
9537	0.029546
9559	0.013650
9566	0.008845
9573	0.015136
9617	0.017726
9649	0.024473
9660	0.025284
9666	0.010785
9767	0.012603
9812	0.012754
9819	0.037916
9889	0.008474
9920	0.027238
10124	0.022332
10184	0.019523
10310	0.022639
10313	0.017073
10317	0.015980
10515	0.039243
10557	0.065736
10645	0.014824
10780	0.024474
10786	0.040473
10889	0.017073
10890	0.072782
10976	0.017004
10979	0.008603
11095	0.028454
11154	0.021395
11210	0.018785
11235	0.020237
11248	0.020345
11267	0.027563
11310	0.009105
11487	0.038823
11628	0.022790
11646	0.024101
11790	0.039243
11945	0.011922
11979	0.019427
11992	0.013229
12009	0.010785
12039	0.012308
12051	0.013607
12065	0.031036
12086	0.014773
12165	0.017826
12192	0.005796
12252	0.004640
12257	0.011023
12258	0.015518
