218
t_index	tf-idf
64	0.064746
79	0.022203
105	0.024995
135	0.064746
158	0.051882
186	0.037287
202	0.044056
344	0.025534
374	0.046381
477	0.029994
530	0.060582
626	0.043393
642	0.022704
703	0.060582
768	0.010840
941	0.023052
954	0.019944
956	0.020276
976	0.042184
977	0.013537
1031	0.034511
1062	0.028386
1240	0.032112
1414	0.036938
1444	0.101022
1448	0.026124
1466	0.025544
1521	0.011086
1573	0.019750
1692	0.060582
1740	0.020760
1807	0.038408
1821	0.072552
1893	0.016526
1899	0.058969
1956	0.057203
2092	0.034244
2103	0.023230
2105	0.057685
2152	0.023977
2181	0.032329
2264	0.015979
2371	0.030037
2379	0.029320
2389	0.064746
2390	0.028386
2462	0.022534
2628	0.008533
2656	0.028842
2664	0.052732
2670	0.057628
2754	0.026366
2835	0.047241
2956	0.049301
2982	0.027394
3032	0.053465
3277	0.037647
3298	0.052732
3314	0.042771
3439	0.035653
3440	0.014077
3498	0.053465
3557	0.031290
3594	0.032549
3607	0.021725
3631	0.039230
3656	0.041629
3681	0.027259
3718	0.018148
3762	0.018427
3782	0.046347
3912	0.035960
4022	0.016620
4056	0.035755
4140	0.022704
4142	0.101193
4148	0.064746
4166	0.016620
4184	0.033731
4447	0.034873
4499	0.036602
4551	0.042184
4564	0.040123
4689	0.135938
4783	0.048219
4809	0.048219
4822	0.012826
4910	0.038020
4936	0.012600
5036	0.059303
5056	0.055337
5176	0.021194
5178	0.033984
5274	0.043393
5385	0.016480
5386	0.041629
5419	0.070711
5423	0.042771
5469	0.058866
5480	0.055337
5510	0.030529
5550	0.064746
5617	0.021418
5964	0.030903
6001	0.007886
6003	0.019686
6027	0.043141
6050	0.039679
6077	0.057072
6129	0.036938
6131	0.049301
6155	0.011741
6207	0.016526
6245	0.028842
6251	0.032773
6273	0.020344
6501	0.071307
6587	0.053465
6679	0.044764
6784	0.035648
6800	0.032112
6806	0.038811
6933	0.064746
7018	0.016812
7035	0.015044
7095	0.022367
7168	0.012223
7212	0.016908
7254	0.020579
7269	0.029994
7330	0.042184
7371	0.026996
7397	0.034244
7543	0.014151
7574	0.042771
7607	0.017613
7608	0.039667
7735	0.047241
7825	0.015543
7827	0.035648
7830	0.036276
7853	0.042095
7944	0.016767
7974	0.047241
7978	0.023321
8087	0.064746
8163	0.080115
8244	0.024570
8316	0.007015
8319	0.045068
8361	0.029994
8394	0.062581
8396	0.050511
8432	0.036602
8436	0.025432
8450	0.050511
8465	0.019371
8616	0.025432
8646	0.057628
8810	0.031901
8859	0.024075
8860	0.033483
8873	0.112941
8881	0.012316
8896	0.026739
8919	0.050511
8937	0.096439
8972	0.030169
8990	0.088112
9018	0.015759
9031	0.038811
9068	0.031693
9090	0.052068
9224	0.040601
9258	0.017561
9329	0.004163
9330	0.079334
9571	0.025321
9604	0.029821
9812	0.017985
9889	0.011949
10068	0.050511
10133	0.044569
10134	0.035066
10136	0.028536
10159	0.043295
10282	0.055337
10365	0.044056
10384	0.022172
10468	0.026006
10500	0.030714
10513	0.035653
10615	0.044764
10742	0.021961
10752	0.039757
10979	0.036393
11002	0.032959
11027	0.008173
11094	0.016620
11185	0.027949
11208	0.012473
11228	0.052732
11310	0.006420
11489	0.028842
11596	0.036602
11625	0.012991
11767	0.152647
11768	0.195296
11800	0.036276
11817	0.060028
11917	0.013714
11918	0.052684
12009	0.045624
12072	0.048219
12192	0.008173
12252	0.006543
12273	0.025432
12280	0.040601
