281
t_index	tf-idf
104	0.008316
201	0.008882
220	0.011999
236	0.007288
280	0.012469
335	0.017697
374	0.018009
404	0.013296
494	0.009705
514	0.029826
576	0.008287
590	0.013296
593	0.009162
628	0.013678
711	0.005794
768	0.004209
870	0.022376
920	0.014342
963	0.007769
977	0.005256
1121	0.023523
1147	0.027456
1160	0.012552
1175	0.022376
1213	0.023998
1248	0.016164
1372	0.008916
1521	0.008609
1533	0.012204
1550	0.025276
1584	0.011646
1593	0.020287
1630	0.037133
1661	0.025105
1662	0.008405
1732	0.011854
1757	0.013800
1778	0.038285
1894	0.010743
1903	0.016992
1943	0.037445
1956	0.005553
1969	0.005733
1994	0.014913
2004	0.018723
2078	0.016925
2194	0.012907
2226	0.014478
2264	0.006204
2276	0.007133
2285	0.008685
2354	0.012287
2371	0.003888
2379	0.011384
2380	0.020700
2384	0.019612
2510	0.017677
2523	0.012073
2628	0.003313
2664	0.020475
2703	0.015539
2729	0.013728
2746	0.010636
2766	0.009705
2810	0.013296
3081	0.048294
3119	0.011854
3268	0.014008
3281	0.014913
3304	0.035353
3316	0.029826
3403	0.015764
3433	0.018343
3470	0.008287
3549	0.027456
3557	0.012149
3589	0.014903
3597	0.009832
3601	0.018343
3631	0.015232
3645	0.015402
3669	0.019143
3718	0.007047
3756	0.006509
3762	0.007155
3802	0.009126
3915	0.007216
3925	0.029235
4045	0.004358
4056	0.006941
4078	0.011194
4098	0.006102
4159	0.016164
4185	0.042972
4212	0.023523
4274	0.023523
4352	0.016100
4360	0.016164
4399	0.021486
4478	0.017381
4481	0.012386
4543	0.009348
4585	0.013001
4596	0.012227
4650	0.008685
4671	0.007522
4707	0.010052
4724	0.019143
4733	0.016607
4782	0.032228
4815	0.015140
4867	0.006603
4900	0.009705
4936	0.004892
4967	0.006309
4983	0.010007
4996	0.005325
5124	0.012726
5141	0.008653
5293	0.007522
5315	0.013001
5319	0.014212
5361	0.020145
5364	0.027378
5387	0.019143
5617	0.008316
5625	0.016607
5662	0.022643
5746	0.008435
5775	0.020759
6001	0.003062
6003	0.007643
6006	0.006900
6027	0.008375
6034	0.032391
6059	0.006584
6071	0.025139
6112	0.017832
6115	0.010533
6155	0.013677
6189	0.016379
6191	0.009623
6244	0.006102
6354	0.012907
6391	0.008717
6516	0.025139
6609	0.009542
6623	0.029495
6740	0.007334
6771	0.010789
6899	0.015069
6945	0.011105
6987	0.062591
6995	0.011260
7054	0.018723
7168	0.004746
7180	0.009199
7232	0.025139
7235	0.050279
7254	0.003995
7435	0.013506
7446	0.023523
7476	0.008760
7477	0.003149
7500	0.011558
7529	0.007057
7544	0.016607
7548	0.015232
7742	0.025139
7809	0.009875
7889	0.025139
8002	0.018343
8043	0.027231
8060	0.014478
8084	0.006435
8092	0.008621
8111	0.014617
8163	0.012443
8185	0.014617
8190	0.202675
8244	0.009540
8316	0.008171
8319	0.008749
8321	0.010689
8327	0.020759
8335	0.016849
8351	0.020759
8356	0.016232
8368	0.011322
8376	0.015069
8383	0.015959
8409	0.017677
8427	0.019612
8429	0.013843
8430	0.011448
8447	0.009582
8490	0.015402
8506	0.011080
8509	0.021704
8563	0.011322
8653	0.013001
8744	0.008466
8777	0.010237
8827	0.011260
8854	0.022896
8864	0.007821
8890	0.023523
8933	0.003995
9151	0.010636
9258	0.006819
9283	0.062154
9329	0.003233
9436	0.029263
9472	0.075418
9557	0.050279
9558	0.030431
9559	0.007474
9566	0.009686
9569	0.006962
9617	0.019410
9649	0.013399
9758	0.044752
9795	0.009623
10142	0.041887
10176	0.011854
10187	0.031753
10290	0.025488
10310	0.002479
10326	0.007952
10332	0.014617
10377	0.016164
10384	0.008609
10401	0.050279
10435	0.075418
10568	0.009747
10620	0.009310
10622	0.014478
10645	0.016232
10646	0.014913
10715	0.020570
10741	0.018466
10752	0.007718
10847	0.018343
10873	0.008589
10891	0.038721
10950	0.007474
10954	0.008144
11002	0.006399
11027	0.006347
11058	0.014827
11094	0.019360
11107	0.022519
11152	0.025276
11208	0.019372
11210	0.041140
11257	0.014762
11310	0.002493
11331	0.025139
11423	0.015579
11448	0.018723
11484	0.011513
11620	0.010114
11625	0.005044
11706	0.025139
11757	0.009348
11813	0.019143
11817	0.007769
11823	0.025139
11917	0.010650
11965	0.005096
11972	0.014478
11994	0.008418
12023	0.020145
12039	0.006739
12059	0.011022
12076	0.008435
12117	0.010584
12165	0.009760
12174	0.023878
12217	0.013001
12252	0.007622
