57
t_index	tf-idf
76	0.060562
103	0.066207
201	0.066962
452	0.135665
494	0.073163
628	0.051557
1372	0.067217
1727	0.076821
1903	0.064051
1927	0.052962
2241	0.070185
2259	0.095937
2371	0.029307
2380	0.260090
2677	0.071936
2761	0.075439
3359	0.112921
4195	0.077177
5008	0.065229
5141	0.065229
5150	0.104362
5415	0.147852
5839	0.058378
5876	0.141515
6001	0.023085
6006	0.052018
6273	0.059550
6541	0.098011
6650	0.050214
6787	0.125832
6925	0.049924
6945	0.041860
7028	0.059351
7264	0.034026
7552	0.105606
7825	0.045498
8316	0.020533
8318	0.047966
8439	0.063820
8864	0.058958
9258	0.051405
9264	0.043683
9329	0.012187
9623	0.083974
9889	0.034977
9978	0.064752
10272	0.092770
10310	0.018689
10313	0.070470
10611	0.083721
10906	0.068530
11058	0.037259
11093	0.379039
11850	0.072238
12101	0.076122
12192	0.023925
12290	0.080185
