297
t_index	tf-idf
26	0.005626
50	0.007744
76	0.004854
90	0.007163
106	0.005993
111	0.005327
117	0.013608
236	0.004404
262	0.005559
344	0.001997
393	0.012544
503	0.040141
552	0.007637
571	0.010122
628	0.004133
641	0.006396
673	0.010181
679	0.006804
680	0.028429
682	0.014075
734	0.025967
735	0.014214
762	0.014214
959	0.015191
977	0.003176
1053	0.007388
1111	0.007120
1132	0.011568
1469	0.014413
1521	0.007803
1533	0.003687
1757	0.012509
1759	0.025089
1812	0.004120
1816	0.006626
1893	0.003878
1894	0.006492
1956	0.026843
1969	0.003464
2099	0.010874
2103	0.005451
2166	0.015191
2274	0.015191
2277	0.008295
2287	0.008833
2354	0.004950
2358	0.009106
2360	0.006274
2371	0.004698
2376	0.007914
2379	0.006879
2454	0.005626
2462	0.005287
2471	0.007535
2523	0.007296
2618	0.016875
2668	0.006304
2703	0.004695
2755	0.004233
2769	0.051684
2779	0.004337
2935	0.007914
2936	0.017085
3004	0.013521
3152	0.010859
3176	0.009898
3330	0.012813
3349	0.009106
3376	0.008437
3422	0.011314
3446	0.009767
3447	0.007585
3451	0.007585
3464	0.009644
3578	0.014777
3580	0.009106
3581	0.011851
3586	0.010337
3614	0.022604
3641	0.006558
3650	0.007744
3794	0.007436
3797	0.010337
3811	0.009946
3886	0.007856
3887	0.006841
3896	0.054085
3912	0.008437
3915	0.002180
3935	0.015191
3959	0.006524
4022	0.003900
4078	0.020293
4099	0.046270
4141	0.009307
4169	0.012173
4202	0.006524
4316	0.003749
4317	0.014214
4360	0.019535
4376	0.010682
4378	0.005409
4427	0.004013
4436	0.006731
4481	0.022455
4505	0.019535
4648	0.014214
4678	0.008035
4695	0.008162
4733	0.010035
4767	0.012040
4822	0.003009
4867	0.003990
4893	0.021749
4936	0.002956
4983	0.012094
5000	0.003168
5007	0.010337
5064	0.012919
5176	0.004973
5220	0.009504
5249	0.007535
5257	0.008228
5290	0.011568
5333	0.005229
5343	0.010035
5347	0.006524
5364	0.011030
5421	0.003286
5429	0.009980
5434	0.009767
5467	0.015069
5468	0.045441
5469	0.004604
5497	0.009526
5582	0.012544
5585	0.010682
5622	0.005367
5628	0.010682
5695	0.005695
5697	0.010682
5734	0.012984
5801	0.005409
5940	0.015191
6001	0.005551
6027	0.010122
6034	0.052195
6048	0.004350
6061	0.004145
6067	0.005229
6072	0.003559
6115	0.057283
6118	0.005603
6191	0.005815
6207	0.003878
6251	0.007690
6353	0.003144
6403	0.006640
6429	0.003967
6430	0.006047
6443	0.022168
6445	0.005551
6473	0.015191
6474	0.027613
6580	0.025764
6637	0.027043
6659	0.011666
6666	0.008097
6707	0.010682
6810	0.004460
6821	0.005429
6925	0.004002
6945	0.006711
6975	0.004956
6990	0.030383
7090	0.011851
7216	0.015191
7221	0.013683
7227	0.008035
7254	0.002414
7397	0.032139
7451	0.013836
7476	0.002647
7477	0.005709
7489	0.007485
7529	0.002843
7580	0.010614
7584	0.007585
7607	0.004133
7809	0.071605
7825	0.007294
7827	0.004182
7836	0.015712
7864	0.009898
7944	0.005901
7978	0.005472
7982	0.008833
8004	0.010035
8019	0.013521
8020	0.012984
8022	0.030383
8062	0.013521
8072	0.015191
8168	0.007800
8316	0.006584
8318	0.003845
8361	0.007037
8363	0.011314
8403	0.009526
8429	0.008365
8430	0.027672
8548	0.003922
8561	0.043498
8583	0.008667
8617	0.010181
8699	0.004502
8737	0.009898
8738	0.015191
8744	0.015347
8802	0.013994
8819	0.005451
8832	0.010503
8935	0.006591
8947	0.014241
8952	0.005429
8957	0.009644
8965	0.016875
8967	0.008228
9018	0.007395
9067	0.182501
9142	0.005967
9221	0.005451
9240	0.028429
9246	0.015191
9247	0.011084
9329	0.007815
9379	0.007296
9424	0.012621
9436	0.002947
9558	0.012259
9571	0.005941
9616	0.004921
9666	0.003568
9678	0.014214
9680	0.015191
9725	0.030383
9779	0.015191
9780	0.007744
9885	0.007585
9889	0.005607
9995	0.003990
10057	0.008295
10147	0.009526
10164	0.005493
10210	0.008568
10268	0.006591
10310	0.002996
10444	0.009526
10507	0.007914
10552	0.006591
10563	0.005840
10589	0.004072
10611	0.013422
10630	0.007296
10687	0.009012
10800	0.007856
10808	0.005327
10831	0.025967
10917	0.005367
10970	0.005025
10979	0.002846
11027	0.001918
11145	0.013049
11146	0.010874
11267	0.004560
11310	0.003012
11464	0.009898
11487	0.005138
11498	0.010337
11523	0.014214
11634	0.007974
11753	0.005967
11800	0.008511
11810	0.009012
11945	0.003944
11965	0.003080
12051	0.004502
12076	0.005097
12140	0.012984
12163	0.005941
12165	0.005898
12212	0.010874
12217	0.054994
12232	0.015191
12252	0.003070
12309	0.014214
12330	0.015191
