90
t_index	tf-idf
15	0.065645
104	0.041683
201	0.044520
214	0.052793
230	0.115681
263	0.104050
303	0.063785
373	0.042739
513	0.162030
516	0.055534
646	0.136487
674	0.025412
1062	0.110485
1399	0.093841
1521	0.021575
1522	0.252007
1700	0.050841
1724	0.059414
2040	0.026482
2084	0.042894
2098	0.104077
2192	0.045385
2225	0.042279
2296	0.108233
2371	0.038970
2454	0.046663
2692	0.059774
2754	0.102623
3321	0.065645
3359	0.025026
3681	0.053050
3917	0.112152
3934	0.082095
4056	0.104375
4124	0.072565
4197	0.067163
4313	0.052793
4351	0.078085
4429	0.107693
4447	0.045244
4703	0.047827
4767	0.066577
5000	0.052554
5220	0.026277
5421	0.054504
6001	0.015348
6029	0.065163
6115	0.052793
6353	0.026074
6631	0.036990
6691	0.051793
6771	0.027039
6784	0.034688
6925	0.033192
6927	0.044862
7018	0.065435
7254	0.020025
7261	0.068807
7264	0.022622
7477	0.015785
7545	0.037579
8214	0.045385
8316	0.013652
8405	0.071887
8424	0.073266
8447	0.048028
8832	0.087117
8914	0.131290
9033	0.060895
9329	0.024308
9349	0.133288
9609	0.043051
10107	0.126004
10118	0.112152
10167	0.087117
10269	0.117901
10310	0.024851
10313	0.046852
10518	0.117901
10611	0.027831
10890	0.066577
11084	0.093841
11133	0.095655
11487	0.042616
11628	0.031270
11965	0.025543
12124	0.104050
12257	0.060499
12258	0.127754
12278	0.202442
