37
t_index	tf-idf
320	0.223678
455	0.083287
711	0.085089
882	0.237356
1360	0.145006
1584	0.171016
1859	0.167175
2103	0.132453
2285	0.127530
2369	0.199939
2778	0.228773
3587	0.166253
4033	0.295817
4102	0.081111
4596	0.179547
4936	0.071842
5315	0.190914
5796	0.054454
6001	0.044966
6893	0.240521
6925	0.097246
6945	0.081540
7476	0.064321
7529	0.034542
7607	0.100427
7903	0.132969
8159	0.251196
8356	0.119183
9329	0.047478
9662	0.119183
9756	0.251196
10133	0.127060
10841	0.287999
10901	0.140713
11310	0.036603
11495	0.195253
12036	0.223678
