41
t_index	tf-idf
76	0.114051
119	0.105436
201	0.126103
455	0.080522
642	0.125152
674	0.071981
1203	0.162772
1630	0.105436
1757	0.097961
2040	0.075010
2235	0.229475
2285	0.123295
2354	0.116292
3641	0.154066
3678	0.089822
4671	0.106784
4703	0.135472
5308	0.108868
5385	0.090842
5421	0.154383
5796	0.052646
6001	0.043473
6391	0.123754
6945	0.078832
7264	0.064078
8319	0.124216
8430	0.162530
8548	0.092143
8569	0.179426
8991	0.113664
9332	0.084290
9436	0.034620
10108	0.138375
10132	0.138974
10645	0.345678
10890	0.094290
11267	0.107126
11310	0.035388
11628	0.088573
12197	0.232535
12258	0.120621
