240
t_index	tf-idf
29	0.052186
116	0.028493
119	0.098980
129	0.033922
133	0.035442
184	0.046330
236	0.038855
326	0.026915
337	0.023587
344	0.008809
374	0.024002
449	0.020113
454	0.030178
492	0.018393
515	0.047118
523	0.028927
576	0.066269
594	0.019130
638	0.033017
674	0.054059
768	0.011220
886	0.018670
922	0.043659
977	0.028021
1176	0.023676
1182	0.112021
1203	0.045842
1245	0.044267
1394	0.046330
1570	0.039751
1571	0.044911
1594	0.032591
1620	0.037910
1650	0.057273
1700	0.027038
1812	0.072703
1885	0.037218
1992	0.036293
2028	0.031409
2040	0.084501
2084	0.114059
2128	0.034655
2165	0.021936
2244	0.037882
2354	0.010917
2360	0.027675
2474	0.094236
2539	0.023858
2576	0.020642
2654	0.017450
2676	0.033922
2703	0.041419
2727	0.047969
2796	0.033459
2826	0.033353
2842	0.037882
2862	0.047118
3079	0.034405
3140	0.040168
3183	0.043659
3221	0.035442
3340	0.024043
3470	0.022090
3518	0.026555
3578	0.065183
3621	0.032802
3666	0.033459
3685	0.073185
3800	0.024043
3817	0.060691
3884	0.018069
3888	0.017251
3930	0.016676
3934	0.043659
3974	0.032802
3980	0.044911
3998	0.033922
4045	0.058087
4056	0.018503
4078	0.014919
4102	0.029446
4310	0.097787
4313	0.028076
4316	0.016537
4703	0.025435
4726	0.045597
4750	0.040168
4767	0.017703
4798	0.029851
4815	0.020178
4822	0.013275
4867	0.035202
4902	0.023587
4926	0.022090
4936	0.013041
5000	0.013974
5035	0.027941
5107	0.025759
5150	0.036900
5191	0.030864
5220	0.013974
5243	0.051300
5308	0.020440
5333	0.023064
5421	0.043479
5623	0.037545
5682	0.034655
5770	0.053697
5796	0.019769
5827	0.031789
5839	0.020642
5964	0.031984
6001	0.024487
6006	0.018393
6067	0.046128
6148	0.026438
6155	0.012152
6191	0.025650
6296	0.031984
6402	0.018122
6403	0.014646
6577	0.014919
6613	0.028493
6614	0.029226
6650	0.017755
6657	0.031043
6725	0.022325
6771	0.028760
6860	0.041556
6862	0.031597
6899	0.040168
7018	0.017400
7040	0.110670
7142	0.020243
7173	0.066471
7180	0.024520
7185	0.099225
7197	0.019071
7462	0.024136
7477	0.025185
7500	0.015404
7532	0.045597
7543	0.014646
7545	0.019985
7723	0.049906
7816	0.059644
7825	0.016087
7904	0.052278
7943	0.045958
8084	0.017153
8090	0.015613
8092	0.022979
8200	0.058831
8205	0.052278
8217	0.026093
8244	0.012715
8269	0.036592
8304	0.022729
8324	0.036293
8353	0.034911
8370	0.074435
8436	0.026322
8699	0.019859
8767	0.135394
8814	0.023235
8864	0.020847
8881	0.038241
8918	0.033688
8947	0.031409
8992	0.038231
9008	0.103922
9103	0.066471
9185	0.046330
9288	0.059644
9329	0.021546
9332	0.047477
9425	0.026438
9436	0.006500
9461	0.025980
9497	0.051026
9525	0.025330
9537	0.021560
9559	0.019922
9566	0.038727
9609	0.022895
9616	0.021709
9647	0.018670
9649	0.017858
9655	0.016265
9663	0.044267
9727	0.059644
9767	0.073570
9840	0.020574
9844	0.052278
9889	0.012367
9914	0.039592
9995	0.017601
10159	0.022405
10165	0.041527
10212	0.038591
10268	0.029075
10291	0.042540
10310	0.006608
10340	0.038591
10384	0.011474
10582	0.040602
10742	0.022729
10808	0.023498
10890	0.035407
11002	0.068224
11027	0.016919
11086	0.099707
11127	0.033459
11235	0.059068
11248	0.029691
11267	0.060340
11309	0.041527
11310	0.026577
11487	0.011332
11502	0.047969
11628	0.016630
11730	0.059644
11739	0.031409
11753	0.026322
11767	0.031597
11817	0.020709
11965	0.013584
11992	0.057922
11994	0.011220
11995	0.029851
12009	0.015740
12065	0.022647
12070	0.028635
12086	0.043120
12188	0.030689
12205	0.049906
12252	0.006772
12257	0.016087
12258	0.022647
12262	0.020049
