119
t_index	tf-idf
236	0.049223
338	0.089118
674	0.034242
738	0.123880
768	0.056854
886	0.047304
956	0.053170
1120	0.061878
1176	0.059988
1182	0.094608
1372	0.060217
1533	0.041210
1593	0.068506
2040	0.035683
2145	0.132454
2251	0.084775
2448	0.056564
2642	0.050798
2660	0.084208
2739	0.169783
2826	0.042252
2839	0.063131
3053	0.074829
3079	0.087170
3140	0.101773
3152	0.060681
3330	0.047735
3607	0.056969
3621	0.083109
3628	0.098722
3668	0.059761
3678	0.085458
3688	0.115528
3720	0.085354
3722	0.061635
3790	0.132454
3817	0.153772
3873	0.071135
3888	0.087417
3982	0.089799
3998	0.085946
4011	0.085354
4166	0.043584
4346	0.152924
4425	0.072191
4695	0.091217
4856	0.136050
4867	0.044595
4926	0.111936
4983	0.067583
5035	0.070792
5231	0.087170
5421	0.036721
5622	0.059988
5746	0.056969
5796	0.050088
6072	0.039772
6155	0.030789
6274	0.056766
6403	0.037108
6445	0.031022
6650	0.044985
6771	0.036434
6860	0.105288
6902	0.169783
6925	0.044725
6975	0.055385
7142	0.051289
7185	0.083801
7543	0.037108
7575	0.132454
7690	0.100717
8043	0.091955
8200	0.049686
8324	0.091955
8465	0.050798
8475	0.058009
8641	0.106468
8767	0.057174
8864	0.052818
8881	0.032296
8933	0.026982
8977	0.049223
9321	0.080057
9332	0.080194
9436	0.032938
9525	0.064177
9545	0.145110
9662	0.054814
9767	0.139802
9771	0.117386
9816	0.106468
9995	0.044595
10132	0.066111
10145	0.106468
10261	0.086551
10412	0.049070
10620	0.062876
10638	0.063912
10639	0.066399
10765	0.158865
10854	0.070792
10890	0.044854
10917	0.059988
10950	0.050475
11085	0.087804
11132	0.109163
11178	0.080057
11620	0.034154
11628	0.042135
11748	0.136050
11757	0.063131
11815	0.090499
11925	0.136050
12070	0.072553
12165	0.065914
12193	0.064177
12257	0.040759
12261	0.149659
