117
t_index	tf-idf
230	0.060550
247	0.048426
313	0.040101
343	0.029694
344	0.013005
362	0.049067
401	0.098929
463	0.039917
465	0.081692
494	0.076383
495	0.026913
547	0.027730
711	0.022802
977	0.020684
1182	0.027563
1411	0.029133
1448	0.079834
1520	0.098929
1521	0.016939
1573	0.030177
1689	0.072182
1893	0.075755
2078	0.022201
2576	0.060947
2628	0.013038
2654	0.025761
2881	0.088054
2984	0.073678
3276	0.071545
3320	0.098929
3348	0.126193
3579	0.047512
3762	0.056310
3827	0.040664
3888	0.025468
3941	0.176108
3974	0.048426
3989	0.092568
4098	0.024012
4121	0.052732
4268	0.068399
4377	0.029318
4406	0.017108
4427	0.026136
4490	0.060610
4511	0.124074
4570	0.059942
4800	0.054945
4822	0.019598
4868	0.050432
4950	0.073678
4967	0.024828
4983	0.078758
5385	0.025180
5468	0.042275
5796	0.014593
6155	0.017940
6429	0.025835
6445	0.036151
6541	0.051162
6614	0.043147
6625	0.063607
6705	0.270111
6771	0.021229
6925	0.026060
6991	0.049734
7036	0.059301
7168	0.037353
7197	0.056310
7212	0.025835
7248	0.045051
7264	0.017761
7371	0.041249
7477	0.024787
7529	0.009257
7607	0.026913
7626	0.070817
7774	0.059301
7944	0.012809
8037	0.045051
8216	0.024012
8316	0.010718
8331	0.045829
8659	0.068399
8699	0.029318
8871	0.044310
8953	0.048426
8977	0.028681
9073	0.077179
9151	0.041857
9361	0.196266
9362	0.059301
9376	0.042275
9424	0.054796
9436	0.019193
9439	0.059301
9861	0.051162
9914	0.029225
10133	0.034050
10229	0.047219
10310	0.009756
10420	0.037087
10639	0.038689
10836	0.042489
10837	0.029133
10838	0.098929
10917	0.034954
10972	0.030474
11075	0.040857
11086	0.049067
11090	0.054022
11150	0.048743
11193	0.051927
11487	0.016729
11625	0.019850
11757	0.036785
11841	0.091658
