315
t_index	tf-idf
61	0.026185
84	0.010964
118	0.032677
162	0.022592
214	0.013691
236	0.009474
309	0.032677
344	0.008591
352	0.038172
390	0.009271
455	0.007372
456	0.015792
463	0.013185
484	0.014252
492	0.008969
495	0.008889
593	0.011909
628	0.008889
893	0.021900
937	0.012150
941	0.011634
954	0.010066
973	0.061758
976	0.021290
977	0.006832
1021	0.012301
1203	0.007451
1222	0.019189
1240	0.032414
1245	0.086345
1246	0.026983
1330	0.020744
1540	0.010099
1551	0.041910
1574	0.030576
1644	0.030576
1700	0.013185
1740	0.010478
1757	0.008969
1816	0.014252
1842	0.021010
1894	0.013964
1926	0.026185
1927	0.009132
1994	0.019384
1998	0.035396
2045	0.029085
2098	0.013495
2105	0.014557
2131	0.018308
2142	0.021586
2148	0.015995
2164	0.019588
2241	0.036304
2271	0.026983
2282	0.021010
2354	0.010647
2403	0.018149
2419	0.030576
2453	0.026614
2462	0.045491
2464	0.022235
2465	0.029085
2673	0.012200
2692	0.015501
2699	0.010513
2702	0.022745
2724	0.018308
2744	0.032677
2755	0.018208
2766	0.012615
2804	0.040486
2820	0.011590
2839	0.012150
2856	0.021900
2989	0.024336
3037	0.021586
3068	0.042580
3081	0.015693
3089	0.018149
3123	0.032677
3173	0.027928
3189	0.014557
3267	0.009300
3271	0.019799
3330	0.018374
3359	0.019470
3458	0.021010
3569	0.017844
3578	0.015893
3589	0.012914
3595	0.011909
3602	0.015226
3695	0.035988
3718	0.009159
3756	0.008460
3812	0.032677
3852	0.032677
3884	0.008811
3900	0.022008
3915	0.009379
4056	0.009023
4075	0.025230
4098	0.015863
4123	0.029085
4131	0.014326
4140	0.011458
4142	0.017024
4153	0.014178
4166	0.008388
4313	0.013691
4345	0.019799
4406	0.005651
4459	0.026983
4633	0.017994
4671	0.019553
4822	0.006473
4868	0.016658
4900	0.012615
4921	0.010586
5008	0.022494
5038	0.025493
5103	0.016899
5133	0.018818
5176	0.021393
5182	0.032677
5199	0.032677
5220	0.006814
5230	0.032677
5240	0.029085
5243	0.025016
5249	0.016207
5273	0.030576
5317	0.032677
5339	0.022976
5350	0.027651
5351	0.027928
5354	0.023391
5363	0.026983
5495	0.065354
5604	0.012200
5622	0.011545
5625	0.021586
5668	0.045953
5717	0.058169
5763	0.029432
5827	0.031003
5869	0.048621
5876	0.182999
6027	0.032659
6034	0.028068
6050	0.026701
6066	0.030576
6072	0.007655
6077	0.028804
6089	0.023391
6129	0.018643
6155	0.005926
6207	0.016681
6223	0.012352
6244	0.007931
6256	0.019588
6353	0.013524
6445	0.005970
6477	0.015051
6549	0.023842
6621	0.014326
6650	0.008658
6659	0.025093
6740	0.009533
6787	0.108480
6874	0.032677
6887	0.030576
7018	0.008485
7168	0.024676
7173	0.032414
7217	0.022976
7221	0.014716
7247	0.021900
7251	0.010513
7254	0.005193
7264	0.005867
7304	0.008837
7368	0.014252
7448	0.032677
7458	0.021586
7475	0.011084
7477	0.004094
7481	0.014636
7529	0.003058
7548	0.019799
7551	0.016777
7552	0.054625
7553	0.026185
7555	0.027928
7607	0.008889
7650	0.020250
7657	0.027928
7673	0.022592
7790	0.019588
7803	0.023842
7825	0.007845
7827	0.035983
7956	0.022235
7994	0.030576
8161	0.025338
8163	0.040434
8170	0.014636
8193	0.012669
8214	0.011770
8217	0.012724
8250	0.017152
8316	0.010621
8318	0.008270
8338	0.018149
8349	0.020744
8353	0.017024
8387	0.017994
8394	0.015792
8403	0.020491
8548	0.008436
8598	0.030576
8599	0.029085
8624	0.011165
8650	0.016316
8679	0.030576
8710	0.013894
8744	0.011004
8803	0.024336
8819	0.046897
8827	0.014636
8840	0.032677
8852	0.026983
8879	0.022592
8881	0.006216
8940	0.014479
8960	0.012403
8998	0.030576
9039	0.021900
9221	0.011724
9258	0.017726
9264	0.015063
9329	0.006304
9436	0.015849
9476	0.031003
9492	0.030576
9563	0.020744
9575	0.010886
9593	0.016899
9609	0.011165
9611	0.015316
9627	0.031785
9628	0.026250
9629	0.028068
9630	0.032677
9653	0.030576
9693	0.018643
9717	0.022592
9812	0.009077
9922	0.023842
9978	0.011165
9995	0.008583
10094	0.021586
10108	0.012669
10159	0.010925
10175	0.029595
10203	0.019799
10352	0.021900
10611	0.021653
10715	0.013369
10793	0.016658
10837	0.009623
10929	0.018643
10940	0.065354
11027	0.004125
11050	0.078554
11094	0.008388
11147	0.016427
11171	0.020250
11208	0.006295
11210	0.013369
11216	0.055418
11266	0.058169
11291	0.009271
11310	0.009720
11388	0.032677
11393	0.024882
11414	0.015408
11416	0.023391
11489	0.014557
11517	0.030576
11625	0.006557
11759	0.010623
11850	0.049821
11864	0.009243
11865	0.014557
11872	0.026983
11905	0.014252
11917	0.020764
11918	0.035453
11965	0.006624
12012	0.009967
12017	0.011205
12018	0.011373
12039	0.008759
12076	0.010964
12125	0.012250
12147	0.016899
12192	0.004125
12215	0.015893
12252	0.003302
12290	0.027651
12291	0.066261
12328	0.020491
12329	0.032677
