55
t_index	tf-idf
326	0.092533
1345	0.078712
1521	0.039446
1682	0.093815
1893	0.058804
1956	0.050885
2103	0.082658
2354	0.037532
2622	0.148123
3267	0.131131
3359	0.045755
3579	0.110641
3696	0.161988
4166	0.059139
5465	0.125802
5876	0.172024
6050	0.047062
6148	0.181781
6787	0.152960
6925	0.060687
7028	0.072147
7476	0.040140
7617	0.171574
7944	0.029830
8116	0.101002
8193	0.089319
8304	0.078141
8316	0.074880
8673	0.103751
9379	0.221282
9627	0.112047
9629	0.098943
9978	0.157424
10310	0.022718
10452	0.066377
10694	0.262868
10741	0.042305
10742	0.078141
10854	0.096057
10972	0.070964
10988	0.099958
11058	0.045291
11062	0.086721
11136	0.082022
11487	0.038958
11598	0.116620
11759	0.074891
11850	0.087812
11917	0.048797
12004	0.112770
12009	0.054113
12165	0.044719
12174	0.054705
12192	0.029082
12291	0.233577
