61
t_index	tf-idf
201	0.078109
313	0.179221
343	0.066355
398	0.310888
594	0.063110
628	0.060140
1018	0.128543
1272	0.239464
1351	0.103621
1371	0.094469
1448	0.089200
2039	0.111138
2078	0.049611
2217	0.128543
2628	0.029135
2642	0.066143
2643	0.105516
2893	0.060859
3729	0.132517
3802	0.080253
3888	0.056912
4098	0.053659
4102	0.048573
4166	0.056750
4352	0.047193
4967	0.055480
5245	0.096922
6007	0.101243
6072	0.051786
6161	0.155444
6304	0.138630
6650	0.058574
6995	0.099016
7264	0.079380
7304	0.059786
7456	0.150427
7500	0.050818
7944	0.028624
7958	0.127313
8524	0.087606
8933	0.035133
8952	0.158024
8953	0.108215
9023	0.196769
9089	0.188945
9238	0.200223
9436	0.021444
10108	0.085711
10384	0.037852
10420	0.082876
10624	0.164643
10639	0.086457
10808	0.077520
10979	0.082841
11071	0.048064
11090	0.120720
11097	0.062343
11841	0.102412
11945	0.057402
12168	0.071618
12252	0.022341
