298
t_index	tf-idf
26	0.027373
116	0.015714
170	0.042170
194	0.037680
201	0.052232
221	0.036957
230	0.079170
289	0.016736
335	0.013008
343	0.033279
347	0.015050
373	0.012535
390	0.010486
392	0.020893
438	0.073915
494	0.014267
547	0.041437
571	0.012313
587	0.010205
594	0.010550
626	0.024769
656	0.025552
711	0.017037
724	0.018708
784	0.019399
845	0.032237
960	0.032895
1044	0.020351
1066	0.034044
1117	0.060049
1182	0.010297
1215	0.032895
1230	0.017640
1256	0.026965
1372	0.013108
1421	0.021924
1448	0.014912
1549	0.019547
1571	0.024769
1682	0.030100
1696	0.023620
1698	0.036957
1700	0.014912
1704	0.017749
1708	0.017323
1812	0.010024
1816	0.016119
1893	0.018867
1900	0.017749
1962	0.025986
1969	0.008428
2103	0.026520
2152	0.013686
2264	0.009121
2272	0.018330
2299	0.027524
2341	0.019113
2354	0.006021
2371	0.051436
2414	0.023762
2470	0.030518
2542	0.028142
2628	0.014612
2654	0.009624
2660	0.018330
2664	0.015050
2724	0.041413
2731	0.048158
2737	0.019856
2826	0.009197
2849	0.051362
2851	0.028293
2955	0.015560
3046	0.021702
3095	0.036660
3267	0.021036
3276	0.120274
3328	0.015560
3330	0.031172
3388	0.017426
3440	0.008035
3511	0.020707
3518	0.029291
3597	0.014453
3603	0.015484
3628	0.021489
3665	0.022903
3666	0.018453
3668	0.013008
3729	0.022153
3741	0.024414
3756	0.009569
3815	0.025148
3816	0.013008
3823	0.016375
3843	0.031587
3875	0.014391
3886	0.019113
3887	0.016644
3888	0.009514
3915	0.005304
3930	0.009197
3952	0.022393
4027	0.067320
4045	0.006407
4166	0.018974
4226	0.017749
4352	0.015779
4374	0.021085
4378	0.013158
4543	0.027484
4566	0.015263
4588	0.038797
4650	0.012767
4720	0.036957
4766	0.036957
4782	0.015793
4822	0.029286
4868	0.018840
4902	0.052034
4936	0.035961
4940	0.022393
4950	0.027524
4967	0.009275
4990	0.016119
4996	0.007828
5000	0.023121
5046	0.038732
5060	0.029615
5141	0.025440
5179	0.019699
5220	0.015414
5245	0.081015
5246	0.036181
5306	0.014391
5385	0.028220
5622	0.013058
5758	0.031587
5768	0.031587
5821	0.034581
5836	0.069636
5839	0.011384
5991	0.013158
5994	0.030100
6038	0.022153
6061	0.010084
6179	0.014981
6195	0.028832
6217	0.022642
6223	0.027939
6244	0.017941
6245	0.016463
6274	0.024713
6430	0.014711
6445	0.006753
6500	0.014912
6547	0.065854
6563	0.015484
6576	0.020181
6577	0.008228
6614	0.016119
6623	0.028907
6631	0.010849
6731	0.028832
6740	0.010782
6771	0.007931
6810	0.043397
6821	0.013209
6860	0.011459
6878	0.030518
6925	0.009735
7009	0.038797
7018	0.009596
7095	0.025534
7168	0.006977
7177	0.018091
7212	0.135121
7254	0.011747
7264	0.013270
7274	0.017842
7304	0.029984
7417	0.011810
7477	0.009260
7481	0.016553
7500	0.008496
7529	0.010374
7532	0.025148
7543	0.008077
7545	0.022044
7718	0.021489
7778	0.025148
7783	0.028142
7845	0.073915
7861	0.026965
7944	0.033497
7946	0.028832
8084	0.018920
8092	0.012673
8099	0.021085
8244	0.007012
8304	0.012535
8333	0.020707
8344	0.013058
8361	0.034241
8397	0.021702
8447	0.070435
8490	0.022642
8524	0.029291
8685	0.051973
8767	0.012445
8828	0.011459
8871	0.066212
8887	0.017532
8896	0.015263
8933	0.011747
8940	0.032751
8947	0.017323
8952	0.039627
8960	0.014028
8987	0.017221
9073	0.028832
9106	0.016553
9151	0.015637
9238	0.016736
9435	0.013912
9436	0.010755
9439	0.022153
9461	0.014329
9476	0.035064
9542	0.026455
9563	0.023461
9569	0.040941
9571	0.028907
9655	0.008970
9666	0.017362
9706	0.021489
9740	0.022642
9759	0.073915
9789	0.017640
9795	0.042439
9889	0.006821
9900	0.036957
9995	0.009707
10108	0.014329
10132	0.014391
10159	0.012357
10183	0.017221
10212	0.042567
10268	0.048106
10310	0.010933
10356	0.012183
10384	0.012656
10491	0.037159
10493	0.015873
10639	0.028907
10645	0.011932
10741	0.006787
10752	0.022694
10791	0.032895
10808	0.012959
10868	0.019399
10873	0.075762
10954	0.011973
10970	0.012226
10972	0.034152
10979	0.006925
11027	0.004665
11071	0.008035
11075	0.015263
11078	0.018975
11136	0.013158
11147	0.018579
11203	0.022393
11208	0.007120
11310	0.003664
11610	0.034581
11617	0.025986
11657	0.025552
11688	0.022393
11700	0.018330
11757	0.041226
11816	0.079366
11841	0.051362
11931	0.034581
11933	0.013469
11945	0.019192
11953	0.013209
11960	0.073915
12009	0.008681
12018	0.025725
12125	0.013855
12165	0.014348
12168	0.023945
12174	0.035103
12188	0.033850
12192	0.004665
12245	0.036957
12252	0.003735
