340
t_index	tf-idf
79	0.015208
105	0.017121
132	0.031580
147	0.044350
159	0.017977
193	0.019864
230	0.013572
262	0.016228
280	0.021997
326	0.017814
330	0.014775
344	0.011660
374	0.031770
390	0.012583
449	0.013312
478	0.017195
511	0.044350
513	0.028515
515	0.031184
576	0.014620
593	0.016164
594	0.012661
627	0.025072
646	0.024020
677	0.015974
738	0.032359
740	0.025788
768	0.037128
825	0.019048
941	0.015790
968	0.044350
973	0.050292
977	0.027818
1010	0.052618
1021	0.016695
1057	0.023279
1245	0.058595
1251	0.036623
1354	0.020427
1411	0.026121
1414	0.025302
1435	0.034599
1463	0.016834
1521	0.007594
1539	0.021709
1540	0.013706
1551	0.014221
1570	0.026309
1630	0.013102
1663	0.028515
1682	0.036121
1696	0.014172
1700	0.017895
1744	0.023827
1757	0.012173
1927	0.061969
1956	0.097959
1969	0.010113
2078	0.009953
2084	0.015098
2089	0.018145
2103	0.031825
2170	0.021434
2218	0.033030
2226	0.025541
2354	0.007225
2371	0.054866
2453	0.018060
2625	0.020427
2628	0.017535
2675	0.012898
2713	0.023640
2754	0.018060
2755	0.012357
2808	0.029724
2823	0.032359
2851	0.016976
2887	0.025302
2899	0.017977
2931	0.019343
2934	0.018764
3037	0.029297
3100	0.022770
3111	0.016164
3170	0.024422
3233	0.031184
3283	0.015043
3284	0.023105
3298	0.036121
3321	0.023105
3330	0.012469
3337	0.026043
3359	0.008808
3418	0.021997
3439	0.048844
3440	0.009642
3521	0.021168
3578	0.043140
3579	0.042599
3589	0.008764
3595	0.016164
3645	0.027171
3674	0.035538
3681	0.018672
3727	0.027811
3915	0.031825
3959	0.019048
3972	0.021570
4045	0.030755
4056	0.012246
4076	0.022770
4102	0.009744
4207	0.039475
4268	0.030663
4335	0.015670
4352	0.047337
4406	0.007670
4425	0.018857
4436	0.019651
4444	0.018582
4447	0.007962
4548	0.012209
4633	0.024422
4671	0.013269
4707	0.017733
4714	0.029724
4786	0.036121
4967	0.011130
4996	0.009394
5000	0.046244
5133	0.025541
5134	0.025541
5176	0.014518
5211	0.036623
5220	0.009249
5243	0.016976
5260	0.033030
5364	0.016100
5381	0.027171
5385	0.033865
5395	0.057791
5396	0.030178
5397	0.030986
5423	0.029297
5469	0.013441
5649	0.031184
5746	0.014881
5801	0.031580
5836	0.010446
5869	0.043993
5876	0.033116
6001	0.016206
6007	0.020311
6027	0.014775
6059	0.011615
6061	0.012101
6067	0.015264
6148	0.034995
6353	0.018355
6354	0.022770
6396	0.021851
6402	0.011994
6403	0.038773
6495	0.023279
6518	0.031184
6577	0.009874
6621	0.019444
6666	0.023640
6725	0.014775
6726	0.026309
6740	0.025876
6771	0.047585
6787	0.147232
6788	0.088700
6809	0.030663
6810	0.013019
6811	0.024020
6927	0.031580
6945	0.009796
7018	0.011516
7028	0.013889
7095	0.015321
7168	0.008373
7180	0.016228
7197	0.012622
7198	0.019651
7222	0.018060
7247	0.029724
7274	0.010706
7344	0.060356
7386	0.019243
7475	0.045129
7476	0.015455
7477	0.044448
7481	0.019864
7529	0.020749
7543	0.009693
7548	0.026872
7549	0.018764
7616	0.021168
7652	0.012858
7718	0.025788
7799	0.035538
7818	0.020545
7825	0.010647
7827	0.012209
7829	0.020311
7830	0.024848
7837	0.036623
7903	0.063897
7944	0.040197
7971	0.027484
8084	0.011352
8092	0.015208
8148	0.024639
8158	0.011516
8163	0.010976
8193	0.034390
8216	0.010765
8239	0.023279
8244	0.016830
8250	0.023279
8278	0.039475
8312	0.023827
8316	0.024025
8318	0.022449
8321	0.018857
8347	0.082996
8353	0.023105
8368	0.019973
8374	0.036623
8377	0.016764
8404	0.016558
8439	0.044804
8507	0.024938
8552	0.018672
8556	0.030663
8699	0.013143
8732	0.027171
8754	0.021997
8763	0.041498
8815	0.034599
8828	0.013751
8941	0.015493
8977	0.012858
9013	0.029297
9106	0.019864
9108	0.020665
9174	0.025788
9202	0.024422
9258	0.012029
9282	0.014989
9321	0.020912
9329	0.048483
9379	0.042599
9384	0.026585
9436	0.004302
9525	0.016764
9559	0.013185
9566	0.025631
9571	0.017344
9586	0.024422
9609	0.045459
9624	0.041498
9627	0.021570
9628	0.106881
9666	0.010417
9722	0.024422
9760	0.036623
9978	0.015153
10108	0.017195
10159	0.014828
10164	0.016037
10175	0.020084
10176	0.020912
10209	0.080616
10290	0.029977
10298	0.023279
10310	0.013120
10356	0.029239
10384	0.015187
10452	0.025557
10454	0.025788
10513	0.024422
10569	0.044350
10611	0.029388
10620	0.016424
10741	0.024432
10742	0.015043
10752	0.013617
10836	0.019048
10837	0.026121
10853	0.032359
10950	0.039555
10951	0.022074
11002	0.090306
11027	0.005599
11094	0.011385
11133	0.016834
11152	0.022296
11170	0.022296
11208	0.008544
11216	0.025072
11235	0.019547
11276	0.034599
11291	0.012583
11310	0.004397
11329	0.024848
11462	0.031184
11487	0.015000
11489	0.019757
11596	0.025072
11598	0.044901
11625	0.008899
11725	0.034599
11753	0.017420
11801	0.032716
11802	0.048844
11846	0.024020
11850	0.016905
11864	0.012545
11865	0.019757
11918	0.012029
11933	0.016164
11945	0.011516
11948	0.016834
11965	0.017981
12004	0.021709
12051	0.065716
12084	0.025788
12101	0.017814
12126	0.014368
12165	0.017218
12174	0.010531
12185	0.035538
12192	0.039190
12252	0.008964
12262	0.013269
12290	0.018764
12291	0.059954
