53
t_index	tf-idf
279	0.058098
344	0.017237
512	0.064184
571	0.043684
827	0.131121
1327	0.095670
1603	0.074806
1812	0.071129
2371	0.020277
2375	0.132750
2539	0.046683
2639	0.082224
3003	0.099843
3299	0.056031
3725	0.122689
4045	0.022732
4078	0.087576
4193	0.237511
4316	0.097077
4767	0.034640
5364	0.095199
5429	0.043072
5635	0.086618
6001	0.031942
6003	0.039866
6050	0.026786
6810	0.038492
6942	0.203428
7028	0.205313
7168	0.024754
7616	0.062583
7709	0.097652
7985	0.118756
8120	0.077782
8316	0.028412
8424	0.076241
8819	0.047045
8881	0.024942
8927	0.066375
9008	0.050836
9329	0.008432
9436	0.038157
9444	0.057790
9623	0.058098
9649	0.034944
9795	0.050190
10187	0.055205
10589	0.035149
10611	0.028961
11788	0.262241
11836	0.067320
11917	0.027773
12252	0.013251
