208
t_index	tf-idf
25	0.024964
106	0.017733
119	0.039835
178	0.022443
214	0.018832
326	0.018054
344	0.005909
362	0.022293
374	0.040248
461	0.026135
477	0.020822
514	0.026663
523	0.019403
524	0.045506
541	0.035065
638	0.022146
642	0.015761
674	0.009065
711	0.010360
857	0.026943
941	0.032006
977	0.009398
1055	0.018924
1184	0.033475
1203	0.010249
1254	0.034226
1303	0.040006
1474	0.037116
1664	0.028534
1700	0.018136
1740	0.014412
1812	0.012191
1899	0.020468
2000	0.016578
2040	0.009447
2053	0.024344
2078	0.010087
2084	0.045903
2100	0.023593
2152	0.016645
2170	0.021722
2181	0.022443
2236	0.065590
2250	0.023773
2264	0.022185
2276	0.025506
2368	0.065590
2371	0.013901
2426	0.021861
2429	0.044947
2664	0.018304
2675	0.039215
2702	0.015643
2779	0.025663
2820	0.015942
2826	0.011186
2839	0.016713
2851	0.017205
2931	0.019603
3079	0.023077
3111	0.016381
3283	0.015246
3298	0.018304
3337	0.026394
3398	0.015821
3452	0.026663
3594	0.022596
3602	0.020944
3606	0.042057
3668	0.015821
3678	0.022624
3700	0.029285
4045	0.007792
4092	0.029692
4166	0.011538
4313	0.018832
4316	0.033278
4377	0.013320
4407	0.028534
4447	0.008070
4502	0.038416
4548	0.049495
4566	0.018563
4592	0.034853
4703	0.017061
4785	0.018136
4822	0.044521
4890	0.040006
4967	0.011280
5176	0.014713
5184	0.044947
5191	0.020702
5306	0.017502
5376	0.016578
5436	0.026394
5468	0.038414
5472	0.032175
5622	0.015881
5796	0.006630
5827	0.042645
5992	0.024751
6067	0.015470
6155	0.008151
6223	0.016990
6403	0.019648
6611	0.027537
6725	0.014975
6771	0.038581
6999	0.028534
7018	0.011671
7185	0.033278
7221	0.020242
7245	0.089895
7347	0.044947
7476	0.015663
7477	0.005631
7489	0.022146
7545	0.013405
7607	0.012227
7699	0.026663
7765	0.021453
7825	0.010790
7936	0.022913
7943	0.061653
7976	0.019810
8024	0.040006
8084	0.011505
8090	0.031417
8200	0.065768
8214	0.016190
8312	0.048296
8331	0.020822
8344	0.015881
8395	0.024344
8406	0.022443
8548	0.011604
8670	0.080013
8745	0.014461
8757	0.023245
8777	0.018304
8814	0.077925
8819	0.016127
8828	0.055747
8835	0.030584
8854	0.020468
8859	0.033426
8947	0.021068
8972	0.020944
8977	0.052124
8979	0.017655
9008	0.017426
9018	0.010940
9031	0.026943
9033	0.021722
9036	0.028899
9067	0.024544
9068	0.022002
9321	0.021194
9329	0.026013
9332	0.010615
9424	0.012448
9425	0.017733
9436	0.008720
9525	0.033980
9566	0.034635
9607	0.019502
9609	0.015357
9616	0.014561
9649	0.011979
9666	0.021115
9767	0.061684
9889	0.016591
9913	0.018389
10164	0.016253
10210	0.012675
10310	0.017729
10326	0.014218
10412	0.012991
10442	0.028899
10467	0.042057
10501	0.023773
10563	0.017278
10568	0.017426
10620	0.016645
10727	0.030124
10890	0.071247
10976	0.016645
11002	0.011440
11040	0.020702
11148	0.026663
11154	0.020944
11208	0.008659
11288	0.029285
11487	0.015202
11620	0.018084
11625	0.009019
11744	0.042057
11769	0.020468
11817	0.041673
11917	0.019041
11918	0.024383
11953	0.016064
11979	0.019017
12039	0.012049
12181	0.021586
12192	0.005674
12257	0.183437
12323	0.115597
