47
t_index	tf-idf
434	0.138965
1213	0.087106
1469	0.086575
1550	0.183493
1783	0.162436
2285	0.063045
2792	0.162436
2830	0.072321
3315	0.101360
3340	0.065479
3549	0.099657
3685	0.099657
3915	0.026192
4346	0.082188
4566	0.075370
4936	0.035515
4983	0.072644
6623	0.071372
6665	0.122312
6771	0.039162
6945	0.040310
6987	0.075730
7475	0.061901
7809	0.071685
8190	0.326958
8316	0.019773
8356	0.117838
8509	0.078779
8776	0.150701
8991	0.058120
9018	0.044419
9282	0.061678
9283	0.056401
9436	0.017703
9569	0.050542
9929	0.138965
10159	0.061017
10326	0.057729
10563	0.070153
10891	0.093699
11058	0.035878
11193	0.095792
11401	0.284749
11835	0.075730
11896	0.069271
12009	0.085733
12261	0.080434
